speed_score,E_T,E_R,rejected
0.033665811692459024,0.05970648,1.4046380106001828,0
0.022822666012134,0.11346737,0.4632092906137577,0
0.01156510089164408,0.019906579,0.4527375430643042,0
0.009758061702726658,0.00935339,0.37298014054421336,0
0.025932399156733486,0.02731079,1.2917217244161932,0
0.026712592044860102,0.091624804,0.9514543323353353,0
0.021924961490884774,0.0291644,1.058842359693815,0
0.021639917945769693,0.040964983,0.6965844179466579,0
0.02016274297773474,0.057486523,0.8192491168952805,0
0.025187463122880616,0.051995255,1.0121972211030668,0
0.017389983408184206,0.015565025,0.7919943453002186,0
0.009868351274823977,0.04758015,0.022612968630729043,0
0.19246386216666003,0.020419035,10.552493413137029,0
0.024737948330997236,0.08994397,0.43979768227654104,0
0.022468735795054588,0.09174372,0.5496503677237035,0
0.026454452337937875,0.061835725,1.0111030467167432,0
0.02022963847082083,0.019049192,1.009864928414717,0
0.012164083220829519,0.016607454,0.4941990126683294,0
0.035823290075974755,0.07210936,1.5164164455866498,0
0.03333730196812081,0.05605102,1.4827158970649796,0
0.00935585812253464,0.03842264,0.2533585389796036,0
0.018234429887911102,0.042723816,0.5540879977571963,0
0.012319887021896764,0.030413622,0.24414404265683137,0
0.03320772886266388,0.028487697,1.3137699906658453,0
0.02273997792467127,0.06457495,0.9120689305978978,0
0.03066239641732342,0.01342902,1.6693345962964097,0
0.01242488640004328,0.027900707,0.5098688023187361,0
0.041755897423197755,0.0925893,1.1741855821901404,0
0.03162340920249871,0.036344703,1.0196899376991495,0
0.03557391525558175,0.116779625,1.0416616197330735,0
0.0257211613205164,0.07866966,0.7396821488367741,0
0.02951483649535446,0.014989199,1.5836202200649807,0
0.04039351832185015,0.23019433,0.7960785068947294,0
0.015091357716477192,0.01796852,0.5629040886371908,0
0.02537592192580381,0.056451157,0.47449434590597317,0
0.053714360717043275,0.13052052,0.9710887433860321,0
0.02523463757680784,0.04275148,1.1701092035111684,0
0.016123620370557167,0.021702288,0.7534894095665312,0
0.06689078761863446,0.060598113,3.351723465908085,0
0.022349657430561776,0.11143832,0.5530593033836239,0
0.07760137051395909,0.1722158,1.1239450403165654,0
0.04272096634370205,0.15083289,0.4294560588092818,0
0.02745405503113803,0.02644153,1.41037741440982,0
0.04384574466814811,0.120049715,1.406914267271421,0
0.05170746299303218,0.12639868,1.293916886240191,0
0.021178744816731283,0.012380974,1.1154279995401095,0
0.01947198285168053,0.017901031,1.0022643938800428,0
0.009935722330147202,0.024345523,0.32117857961436447,0
0.013120825914314248,0.030000005,0.40704742075146966,0
0.020267758302826695,0.010996991,1.0789534315477465,0
0.032996712937500075,0.060063478,1.4791110679904758,0
0.01756128052442219,0.03604339,0.5221586976465867,0
0.018830828259441233,0.02907795,0.795808812715466,0
0.011087766707087141,0.015340252,0.4171308502891654,0
0.019796272846898375,0.14084065,0.32246695059361147,0
0.02373861099888772,0.104352795,0.6006821857444051,0
0.016081868548721623,0.031563886,0.6021189745016922,0
0.02363554278868009,0.05080082,0.9803158846634754,0
0.01091471497263619,0.048100468,0.11251583866584142,0
0.022003625386656636,0.052569054,0.4320099376353964,0
0.017873721516960192,0.02474772,0.8038038671998361,0
0.03219156024284281,0.05082703,1.4827044079433236,0
0.03262318312288897,0.07967249,1.0468587799192908,0
0.025480710120008725,0.091244444,0.9341735191141219,0
0.08038197646218032,0.15431848,1.491706592502709,0
0.031412671846263215,0.07373758,1.343353631974793,0
0.027130387247954475,0.069496945,0.6331072823977554,0
0.013558173979901845,0.014540315,0.6154397825409733,0
0.013041668227461698,0.025138944,0.353524888795264,0
0.01102616106082698,0.03710373,0.3333361387328775,0
0.011774081840536865,0.040573593,0.329593612467678,0
0.024092800923874693,0.065199144,0.7475287201853836,0
0.01987966592251141,0.021906134,0.9887605156691586,0
0.004659007460842801,0.007822403,0.16702621537549503,0
0.012716765664118078,0.049516328,0.2120963787073545,0
0.046012203801133245,0.022561405,2.413631285324376,0
0.025484950093372843,0.043919533,0.9103029490760798,0
0.025310156307613713,0.05288739,0.6027986866802393,0
0.01777342682905906,0.017266346,0.6597939655482306,0
0.016831473980659362,0.083721094,0.3712163296330665,0
0.012092653095442775,0.0485684,0.37332700851608736,0
0.02706797466916385,0.09032752,0.7678011209937342,0
0.00466245351433767,0.00738397,0.16178430114699144,0
0.026044286733968313,0.06421605,0.9701309849760777,0
0.020809437750100277,0.04999128,0.20453127647781183,0
0.03494141231077218,0.033993848,1.6078353238334635,0
0.009209105912130623,0.0066425246,0.40367724959478873,0
0.007414473553180642,0.015034778,0.29697141479796574,0
0.01338162975795178,0.06342489,0.32909223031940626,0
0.007907162925384029,0.019093174,0.19974472238056576,0
0.01599466129310642,0.030141909,0.19946392417669354,0
0.013710388006009055,0.021379972,0.5623871187795757,0
0.015591132827665645,0.021998875,0.46597943221693533,0
0.03197709848332015,0.049566988,0.5939940206750902,0
0.00949749526125716,0.005625657,0.4678401977092989,0
0.05155458366204687,0.008188797,2.8879724117772407,0
0.03060735490118234,0.063100554,0.8110019920502006,0
0.020183044597654205,0.10134543,0.20580177031474037,0
0.018920681610010794,0.016890315,0.8912948866891585,0
0.019457947887574555,0.038599767,0.8456322185010225,0
0.04039126710112455,0.046452217,1.934993729028819,0
0.025915827893983837,0.033272695,1.134109919554146,0
0.022238334033938403,0.030252464,1.07639294196329,0
0.012976501991584542,0.046678986,0.3852279475153469,0
0.013762989689565337,0.034757484,0.5388991855925359,0
0.02659996863966848,0.1097299,0.7230171368668756,0
0.024763322620896,0.020288603,1.0277232071189406,0
0.01716328867230532,0.029205473,0.7246369610164008,0
0.04407532713183362,0.03875246,2.194708995483376,0
0.016489259897859508,0.020214634,0.6384117252182768,0
0.02013745591069658,0.07608532,0.6461617563014082,0
0.01489908281447534,0.035722774,0.42155753372243293,0
0.01889968369543609,0.041005883,0.6468013503638835,0
0.023675959608260678,0.04875086,0.8740107526305283,0
0.026915909951677773,0.083795086,0.7888288590233138,0
0.01349591173106339,0.024771914,0.43032128122533003,0
0.01242047355551563,0.025749851,0.5352586428702111,0
