speed_score,E_T,E_R,rejected
0.04702537654080642,0.005101855,2.6943556058017184,0
0.23252670218840704,0.068618976,12.87035065380935,0
0.10307944034237142,0.1992423,4.669542511377444,0
0.17697690180090125,0.499178,6.293339147814787,0
0.08448773571891152,0.17136428,2.5603849603910005,0
0.1416971897673153,0.42396033,4.809342967720498,0
0.054483514081709684,0.07066062,2.3861567774755046,0
0.05562577773391464,0.21863529,0.5442975639391995,0
0.04095646565042948,0.01760323,2.149387060956777,0
0.5912163497971213,0.1104692,31.437195035843132,0
0.08105373273960456,0.115273274,3.0298684384953267,0
0.08917599822696529,0.12122959,2.456646955342427,0
0.12185953749215153,0.38734004,2.7129866797850593,0
0.07414517605498855,0.10236269,2.870975279587209,0
0.1692390386660076,0.17134148,6.511355409643027,0
0.055128914176115734,0.079915896,1.5368137401797903,0
0.03183701055267932,0.046714924,0.8461900969033188,0
0.03238152282671694,0.07834501,0.5144753218951092,0
0.02210521852106733,0.03343048,0.752403321900064,0
0.04713505008566237,0.018247968,2.4713064174724897,0
0.04830876839174362,0.05378609,2.249389245632371,0
0.03562964086385175,0.038769178,1.7480504780787507,0
0.07496237356364024,0.21951298,1.1418424091695187,0
1.5981803798391208,0.38084516,86.32391593946708,0
0.07533949780059093,0.05996365,3.6594637477786187,0
2.6547408619893402,0.8096081,140.70750061356085,0
0.032376387620383563,0.10031281,0.7465862868828953,0
0.030320131004225374,0.07738663,1.118026929413331,0
0.13749714016057074,0.16100073,6.897462481690233,0
0.17196876381488396,0.40656638,6.4034516574699065,0
0.06116778206354968,0.15567416,1.2912287934899396,0
0.10581247670859738,0.33082995,3.7304485674211514,0
0.0521234940779433,0.022237325,2.6371458091544264,0
0.08541631592037525,0.2783872,2.398492796419062,0
0.06756121352957387,0.08592511,3.119082758633521,0
0.11215016153758195,0.14545129,5.459488932089604,0
0.07697384555588134,0.2721784,2.6394575199208163,0
0.04221638326613481,0.1066105,0.6921342511250287,0
0.08874504276196656,0.17680523,4.018389510902129,0
0.07989624454520552,0.3755939,0.8785435059671489,0
0.029211588968712655,0.04430709,0.9051319101534651,0
0.09841928236213444,0.1650201,2.7575731782724118,0
0.03307642062816506,0.035517033,1.4258041885972088,0
2.787100155991026,1.6021965,147.6701244709829,0
1.6667269417972534,0.077279754,93.76730991306844,0
0.07684654394586016,0.11845751,3.021302817288869,0
0.0520675612466734,0.16023855,0.9715774505140211,0
0.10505522862464765,0.33343476,3.7820444066421883,0
0.09344332573380983,0.15819761,2.5055545260044556,0
0.07308182722995782,0.053725597,3.0734218674367395,0
0.08591710734709904,0.34149966,2.1292879712667983,0
0.9979833881856748,0.16683288,55.09297453963556,0
0.0552554148125829,0.25124338,1.4868410359313553,0
0.21541768943508496,0.19338079,9.651339404098744,0
0.1087598217808863,0.03005721,5.882287428396151,0
0.07398301953001728,0.19631344,1.9776017843923224,0
0.5519435408438833,0.44510657,27.82917036417095,0
0.10445870934850804,0.18988994,4.704032449037502,0
0.15541492332465545,0.3892218,5.6488413185571655,0
0.17975606338475633,0.07456389,9.568328945369618,0
0.16689739554539632,0.33331722,6.619492236946475,0
0.11317436214522503,0.3294894,2.598700325052895,0
0.257145894211551,0.6909038,6.77773489052229,0
0.22292078968635826,0.5304472,8.142022586762218,0
0.21083163578641556,0.111366406,11.34676025016669,0
0.07990091058160317,0.13329881,3.6293215188998706,0
0.07090258871013247,0.36844903,1.6092763945096826,0
0.11199896296592549,0.527414,3.098632645813303,0
0.091185229797736,0.18825132,3.001160520076397,0
0.06655082772643343,0.14145847,2.683133261910616,0
0.05981324677008133,0.2073271,1.9085735634966208,0
0.033256684214366394,0.060421575,1.5405194329496539,0
0.14944550021582487,0.26626164,3.574911406115271,0
0.03391480361610055,0.05377115,1.0618716394643137,0
0.12537025937338347,0.08338071,5.898416949896816,0
0.11527744772130731,0.0627243,6.030809388460702,0
0.09269038720568981,0.08380375,3.7091171226468838,0
0.2110894752178633,0.28051478,9.920555545578416,0
0.10835536106112884,0.056305125,5.714907538785334,0
0.08332485603123921,0.37418923,2.158605456048884,0
0.106334681672949,0.21106203,2.0098563238855376,0
0.0775966428151311,0.10543554,2.2727392987563713,0
0.2047537172478486,0.70568204,5.165590844910369,0
0.058461108728946616,0.07933042,2.4404688266108385,0
0.09214071704887042,0.10631875,4.553896965935777,0
0.0636600433691592,0.03636406,2.980461798188615,0
0.02887637261825438,0.09897707,1.0318078099927332,0
1.7410893184389387,0.06876979,99.26097091768823,0
0.1860817546754149,0.15396559,8.450442092084522,0
0.02542194332200965,0.023885347,1.0049501607661753,0
0.47382807695190376,1.0143061,17.896617029193568,0
0.09339326443668769,0.075792365,4.665051065180836,0
